,freight_value,price,payment_value,payment_installments,payment_sequential
73327,23.35,109.9,133.25,1,1
91063,16.11,49.8,131.82,3,1
13535,8.72,10.9,19.62,1,1
82536,14.05,132.4,146.45,10,1
54276,22.77,64.99,101.39,10,1
27750,16.2,130.0,146.2,4,1
69738,19.31,249.0,268.31,8,1
18954,15.46,102.0,117.46,1,1
85057,13.37,49.9,63.27,5,1
44904,11.76,164.9,176.66,5,1
50753,18.16,129.99,148.15,10,1
11833,18.34,108.9,127.24,1,1
56817,14.22,67.0,162.44,2,1
56302,12.48,49.9,62.38,1,1
690,70.26,196.99,267.25,1,1
29747,13.58,79.9,93.48,4,1
52803,15.23,29.99,135.66,1,1
62639,7.55,29.0,36.55,1,1
92748,15.1,27.99,43.09,4,1
39345,13.71,38.99,210.8,1,1
71825,29.87,119.99,149.86,3,1
77519,13.37,23.9,37.27,1,1
31853,18.13,65.0,8.98,1,2
77590,16.84,299.0,315.84,3,1
103665,22.13,27.9,50.03,1,1
16540,18.23,17.0,35.23,1,1
46317,14.16,30.5,44.66,1,1
2174,14.07,102.0,116.07,2,1
84935,16.07,53.9,139.94,2,1
89687,14.99,98.9,113.89,1,1
68983,16.84,298.9,315.74,8,1
61738,14.6,120.0,134.6,1,1
111228,35.0,223.9,258.9,1,1
28267,17.9,92.5,110.4,10,1
20980,16.6,31.18,47.78,1,1
53337,23.71,79.9,103.61,1,1
94738,26.36,189.9,216.26,3,1
44481,19.39,59.9,79.29,1,1
63840,8.05,169.99,150.0,1,2
11177,16.22,84.55,100.77,3,1
13881,35.45,299.0,334.45,1,1
98724,15.23,19.99,70.44,7,1
18664,36.27,135.0,171.27,2,1
11986,7.78,22.4,19.42,1,2
62855,20.69,674.9,695.59,10,1
98780,17.63,12.25,29.88,1,1
17983,12.69,36.0,48.69,3,1
78709,16.41,62.4,78.81,3,1
54243,8.65,69.99,78.64,1,1
54937,25.31,119.0,144.31,2,1
91994,15.35,85.9,101.25,2,1
65695,19.58,95.0,114.58,10,1
81193,28.42,133.0,318.43,5,1
105976,15.1,34.9,50.0,1,1
65025,7.78,59.0,66.78,1,1
74778,18.1,121.9,140.0,3,1
78684,15.93,118.99,134.92,1,1
107540,7.78,49.9,57.68,1,1
94308,18.23,39.99,58.22,1,1
12558,18.23,11.9,90.39,5,1
27815,20.08,85.0,105.08,3,1
80575,22.24,44.0,132.48,1,1
94750,20.65,249.0,269.65,2,1
80142,14.48,56.99,170.46,6,1
44579,19.32,36.9,56.22,5,1
74288,19.15,149.65,168.8,2,1
103575,13.27,99.0,112.27,2,1
99445,21.15,12.9,34.05,1,1
9975,14.87,99.89,114.76,1,1
12000,17.63,15.0,32.63,1,1
72046,15.1,42.0,57.1,1,1
40279,8.72,25.0,33.72,1,1
70447,9.44,89.99,99.43,6,1
65673,15.1,39.0,54.1,1,1
36305,23.63,149.9,173.53,7,1
59302,37.78,124.9,124.7,1,2
85429,27.11,53.9,81.01,1,1
673,53.48,209.99,25.0,1,4
65520,16.84,249.0,265.84,5,1
91037,8.72,29.0,37.72,1,1
90305,13.71,34.9,97.22,1,1
52737,13.69,49.9,63.59,1,1
8449,6.87,13.9,237.83,1,1
95138,14.1,12.5,25.0,1,2
11796,14.37,109.9,124.27,10,1
91480,11.22,139.0,406.95,1,1
21231,21.19,55.0,76.19,2,1
39302,18.23,13.99,128.88,1,1
49187,20.21,139.0,159.21,3,1
57280,20.8,27.9,97.4,9,1
83863,14.87,99.9,573.85,4,1
29389,18.18,85.71,103.89,5,1
53423,17.17,219.9,237.07,7,1
57691,14.52,34.9,49.42,3,1
44197,15.1,44.9,120.0,3,1
33558,15.24,19.99,35.23,3,1
14831,19.99,74.5,94.49,3,1
56566,15.37,89.0,25.73,1,6
91294,9.02,179.9,188.92,10,1
99208,16.79,9.0,25.79,1,1
89427,13.64,89.0,102.64,2,1
65821,16.11,29.9,46.01,1,1
54159,15.28,24.99,40.27,1,1
61152,15.1,12.88,27.98,2,1
35351,17.06,193.9,345.49,8,1
37793,15.1,39.99,55.09,1,1
11239,15.91,143.8,159.71,5,1
65275,15.44,49.0,64.44,1,1
63806,16.75,72.0,88.75,1,1
108405,22.84,161.25,184.09,8,1
14818,72.09,269.0,341.09,6,1
64526,19.22,44.0,63.22,2,1
27816,14.2,85.0,99.2,1,1
16986,16.75,112.0,128.75,1,1
77537,16.15,199.0,215.15,1,1
63581,22.06,11.5,33.56,1,1
40233,15.11,45.9,61.01,6,1
14267,245.75,639.0,884.75,1,1
68169,9.96,339.8,349.76,3,1
48153,19.32,12.5,20.0,1,1
17495,20.82,124.9,145.72,2,1
89542,31.45,59.9,91.35,1,1
2996,26.89,38.4,130.58,2,1
87677,20.02,119.0,139.02,2,1
69862,7.71,29.9,37.61,1,1
70667,12.79,23.99,36.78,3,1
104316,40.99,320.0,360.99,1,1
95014,7.39,12.87,20.26,1,1
67732,19.12,145.9,165.02,4,1
97730,11.85,29.0,1.03,1,11
44212,16.3,77.75,94.05,4,1
69964,5.93,29.9,188.05,3,1
81584,12.57,279.9,292.47,10,1
39658,8.27,15.9,24.17,1,1
38341,11.85,27.4,39.25,1,1
35635,12.83,69.9,82.73,1,1
6664,25.85,139.99,165.84,4,1
88127,14.45,99.99,114.44,2,1
53753,16.79,269.0,285.79,3,1
82067,19.63,219.0,238.63,1,1
38586,16.11,49.99,66.1,1,1
41839,21.52,146.99,168.51,1,1
112480,7.39,22.99,30.38,1,1
44986,20.92,119.9,140.82,1,1
43577,11.39,108.99,481.52,10,1
8875,22.06,49.9,71.96,1,1
54907,63.1,149.99,345.51,10,1
63447,25.97,49.99,44.89,4,1
30157,14.08,46.99,61.07,1,1
104516,16.32,79.99,288.93,8,1
17337,11.85,25.9,75.5,2,1
33047,18.6,51.9,70.5,1,1
46074,14.76,209.0,223.76,5,1
10869,47.17,91.0,138.17,2,1
86382,22.83,99.0,121.83,10,1
57606,15.79,31.9,47.69,1,1
64164,19.24,78.0,97.24,1,1
23330,20.99,158.0,319.88,1,1
52660,21.37,126.0,147.37,3,1
3818,9.34,32.99,84.66,5,1
84023,17.67,59.9,77.57,1,1
2950,9.0,35.0,88.0,1,1
89440,17.74,69.9,87.64,2,1
57749,25.63,39.9,65.53,5,1
104693,27.24,398.0,425.24,1,1
2439,22.52,93.0,115.52,2,1
50101,15.73,94.9,110.63,5,1
3565,12.69,32.99,91.36,7,1
16305,12.85,72.9,20.0,1,4
10408,25.11,114.97,140.08,1,1
17989,8.29,69.9,78.19,1,1
65748,20.8,45.0,15.8,1,1
67480,21.26,109.9,131.16,1,1
104737,11.95,88.0,99.95,1,1
86073,29.78,179.0,208.78,6,1
99390,7.39,21.9,29.29,1,1
91372,21.27,110.99,132.26,1,1
26554,7.71,49.8,57.51,1,1
24699,15.91,115.9,131.81,1,1
96465,15.96,74.99,18.06,1,2
17555,16.06,84.9,237.98,3,1
88745,13.38,51.37,129.5,6,1
36275,10.21,99.9,16.81,1,3
112394,14.17,59.9,74.07,1,1
59326,14.17,149.9,492.21,5,1
30861,23.28,43.98,67.26,3,1
45651,9.41,94.9,312.93,8,1
43777,16.11,49.9,66.01,1,1
94694,18.3,246.62,154.92,3,2
46510,7.78,49.9,57.68,1,1
16200,13.66,91.0,104.66,3,1
28697,44.27,99.0,143.27,1,1
71514,11.85,499.9,511.75,3,1
101523,23.81,94.9,118.71,1,1
73880,8.03,110.32,118.35,4,1
35327,17.94,99.0,116.94,5,1
17277,16.79,45.9,125.38,1,1
105604,11.86,10.0,21.86,1,1
110701,16.79,21.9,38.69,3,1
28045,23.56,108.99,132.55,2,1
74820,15.45,99.9,115.35,3,1
47051,9.54,69.99,79.53,7,1
55473,15.81,149.9,165.71,5,1
45173,188.55,599.98,788.53,8,1
52295,12.23,41.9,54.13,1,1
80527,7.95,99.9,12.53,1,1
75668,27.23,98.0,125.23,1,1
74164,18.56,65.0,83.56,3,1
14622,18.44,79.9,98.34,2,1
69577,15.86,158.0,173.86,8,1
11554,16.47,119.99,136.46,2,1
103898,8.88,44.9,53.78,1,1
16412,12.45,49.99,107.79,6,1
89411,38.31,109.0,47.31,1,2
5093,13.44,59.65,146.18,2,1
97789,18.23,60.9,79.13,1,1
91805,14.1,19.9,68.0,5,1
94259,17.63,29.99,47.62,4,1
31895,9.12,109.18,118.3,2,1
83419,146.08,399.0,545.08,10,1
86608,13.75,104.36,354.33,2,1
105664,9.27,16.8,26.07,1,1
35089,34.43,89.9,124.33,10,1
69929,8.11,29.9,114.03,1,1
65192,17.69,59.0,76.69,3,1
29915,21.97,95.15,117.12,2,1
39439,23.22,91.2,114.42,1,1
5308,17.25,139.99,157.24,1,1
19221,18.45,74.99,48.22,3,2
96727,13.3,299.9,313.2,6,1
86666,22.93,45.9,68.83,1,1
103188,22.27,170.0,769.08,2,1
44218,11.15,57.0,68.15,2,1
17688,27.5,169.0,25.0,1,3
63491,18.59,69.99,88.58,4,1
51856,21.43,35.0,56.43,5,1
9508,8.01,84.9,92.91,1,1
56260,12.81,20.9,33.71,1,1
22271,12.48,49.99,62.47,1,1
96712,41.96,139.99,181.95,5,1
26494,7.39,14.99,22.38,1,1
100081,59.77,189.9,249.67,1,1
43002,21.19,99.99,121.18,4,1
16842,17.2,135.9,153.1,6,1
77147,9.73,219.99,229.72,2,1
39973,13.53,73.0,86.53,5,1
75936,22.14,29.9,52.04,2,1
84931,13.44,59.9,73.34,1,1
104708,15.79,23.0,155.16,2,1
43738,54.2,109.9,164.1,2,1
33555,18.7,59.9,78.6,2,1
22582,16.44,115.0,131.44,1,1
74019,15.87,110.32,126.19,1,1
73459,12.21,125.02,137.23,3,1
111794,8.72,52.0,60.72,6,1
77101,15.45,99.99,115.44,1,1
83534,17.16,85.0,204.32,1,1
35941,16.61,129.9,146.51,8,1
89778,7.39,15.99,23.38,1,1
11616,15.34,84.35,99.69,2,1
54498,7.39,34.99,42.38,3,1
92814,21.15,23.99,45.14,1,1
84134,20.99,49.9,70.89,7,1
52608,8.29,69.9,78.19,4,1
84721,17.66,59.0,383.3,6,1
23767,16.25,69.99,86.24,1,1
7823,41.53,249.9,291.43,1,1
77215,18.8,79.9,98.7,1,1
62626,26.14,26.9,229.9,1,1
111857,14.52,9.9,24.42,1,1
37585,15.11,52.11,67.22,2,1
30076,17.67,60.08,83.17,5,1
23739,13.07,69.99,8.13,1,2
15044,20.19,99.9,120.09,1,1
91753,33.02,160.0,1349.05,8,1
10221,17.97,49.9,36.19,3,1
8341,13.71,49.9,188.93,1,2
13915,23.18,179.2,202.38,14,1
66578,19.94,499.9,519.84,8,1
7112,11.73,12.99,49.44,1,1
103311,26.68,54.49,81.17,6,1
34793,16.24,86.9,34.76,3,1
70794,20.8,19.99,40.79,4,1
84087,17.6,49.9,67.5,2,1
18359,13.52,659.0,774.03,10,1
109890,23.62,98.5,122.12,2,1
95672,21.15,25.99,93.28,1,1
66059,15.57,259.99,275.56,10,1
29325,22.35,85.0,139.37,8,1
27311,15.1,42.0,57.1,1,1
46341,7.39,44.9,52.29,2,1
100657,15.49,105.0,120.49,1,1
69983,8.11,29.9,38.01,1,1
79502,15.1,27.9,43.0,1,1
13076,8.27,40.0,48.27,1,1
41960,23.31,105.0,128.31,1,1
79633,11.88,53.99,44.02,1,2
94563,30.44,170.0,1202.64,6,1
110201,15.1,19.95,35.05,1,1
35417,25.26,109.9,121.87,10,1
25007,16.49,149.9,166.39,1,1
91214,14.1,39.0,53.1,2,1
97184,14.44,42.99,57.43,1,1
37390,18.09,119.9,137.99,8,1
48907,15.23,49.99,65.22,4,1
11043,20.83,241.1,420.06,10,1
28323,38.81,387.2,426.01,10,1
95471,10.96,37.99,48.95,1,1
112383,21.4,109.4,130.8,1,1
21495,27.52,139.9,167.42,1,1
104209,15.11,44.9,240.04,1,1
19402,14.22,42.9,57.12,1,1
80185,7.39,39.99,47.38,1,1
42539,10.54,48.0,524.28,1,1
59134,18.65,78.9,195.1,1,1
66647,21.73,550.0,65.17,2,1
72487,17.02,325.0,342.02,8,1
97573,10.7,269.1,839.4,2,1
63791,19.68,69.9,89.58,1,1
86986,20.49,579.0,599.49,10,1
105001,18.94,598.99,617.93,2,1
12724,15.44,50.9,66.34,1,1
74757,23.75,135.9,159.65,3,1
63707,17.83,78.99,96.82,3,1
104864,7.88,89.0,96.88,1,1
86349,34.2,120.0,20.0,1,2
72472,24.24,330.0,354.24,8,1
15937,13.37,113.0,12.76,1,2
60738,37.26,49.9,174.32,1,1
82024,15.24,19.9,70.28,1,1
80121,11.9,56.99,68.89,1,1
31813,17.6,39.0,56.6,1,1
91904,12.48,34.9,47.38,1,1
85671,27.52,49.9,435.96,12,1
47107,22.58,299.0,321.58,6,1
3511,9.0,35.0,132.0,2,1
19287,6.0,12.26,129.59,6,1
105371,16.61,199.9,216.51,6,1
57890,8.98,176.49,185.47,1,1
78965,19.14,149.0,168.14,6,1
50957,18.59,144.99,163.58,2,1
13282,10.62,49.9,152.94,6,1
38995,13.97,54.99,68.96,1,1
64780,7.65,55.0,18.18,1,3
85762,20.99,49.9,70.89,1,1
25305,15.59,54.87,70.46,1,1
57787,12.48,39.9,52.38,4,1
91982,21.72,176.26,311.98,1,2
95484,10.96,37.99,48.95,1,1
109600,56.32,319.9,376.22,1,1
38388,2.66,58.9,853.95,3,1
26266,15.42,45.0,60.42,1,1
55234,40.38,149.99,190.37,1,1
103436,14.05,66.39,80.44,3,1
52525,26.93,55.9,82.83,1,1
53314,13.18,149.9,163.08,1,1
64693,15.44,49.0,64.44,2,1
100049,18.23,30.0,6.25,1,1
11185,18.9,143.8,162.7,1,1
13030,18.23,27.9,46.13,1,1
95296,14.14,54.91,69.05,1,1
47559,17.0,119.99,136.99,1,1
36795,16.11,39.9,56.01,1,1
9845,7.29,31.9,16.91,1,2
58729,16.35,83.99,100.34,4,1
35704,27.32,52.9,80.22,1,1
9994,14.81,91.71,106.52,2,1
80944,45.67,259.9,305.57,8,1
102367,24.57,49.9,138.15,1,1
111582,16.84,85.0,101.84,1,1
13797,12.79,30.0,42.79,1,1
90509,14.24,69.99,84.23,1,1
66726,9.84,300.0,309.84,1,1
86308,50.71,120.0,170.71,1,1
57444,24.6,35.9,4.33,1,1
63827,14.1,17.91,32.01,3,1
71099,15.35,84.99,17.71,1,1
37887,11.85,39.99,51.84,3,1
8256,23.49,98.99,122.48,5,1
5767,12.43,69.9,246.99,5,1
103941,62.62,205.0,267.62,1,1
92654,14.1,27.99,84.18,8,1
30572,15.1,44.99,60.09,1,1
100009,16.31,79.0,95.31,1,1
55587,84.6,149.9,234.5,5,1
86052,62.89,179.0,241.89,1,1
5709,0.0,69.9,139.8,1,1
76259,15.1,144.0,159.1,1,1
84401,17.67,59.9,155.14,1,1
60629,23.33,25.0,48.33,1,1
88716,195.76,3999.0,3360.66,8,1
53732,31.94,265.0,890.82,1,1
37967,18.45,49.95,191.14,3,1
111594,23.42,37.91,61.33,1,1
37160,23.85,149.9,347.5,10,1
59173,12.65,74.9,87.55,2,1
5718,29.94,75.0,314.82,1,1
75349,7.78,20.0,83.34,1,1
58603,18.67,203.0,221.67,2,1
103801,13.71,38.9,157.83,10,1
48808,19.95,39.52,59.47,2,1
26217,89.35,394.9,484.25,8,1
93563,15.23,17.9,66.26,1,1
94599,30.44,170.0,1202.64,6,1
83270,7.72,79.9,198.38,3,1
45842,31.87,119.9,151.77,1,1
14724,17.17,139.99,157.16,5,1
27065,9.27,52.9,18.9,1,1
65098,22.1,55.0,77.1,2,1
47447,19.66,99.0,118.66,2,1
107932,16.81,149.99,40.13,1,2
70865,17.63,19.99,75.24,1,1
401,25.7,169.99,195.69,10,1
985,30.38,114.99,290.74,5,1
102422,15.1,32.99,48.09,1,1
102227,30.88,499.9,1061.56,6,1
78265,43.11,149.9,193.01,3,1
46262,39.68,299.99,339.67,2,1
111231,22.16,32.9,55.06,1,1
42937,33.92,119.9,39.83,1,1
48712,5.63,37.5,355.33,3,1
30240,15.11,39.9,55.01,1,1
95043,14.52,17.89,32.41,1,1
55800,7.74,79.9,87.64,1,1
83685,44.84,109.0,307.68,6,1
26002,20.91,59.9,80.81,3,1
6104,20.02,75.0,95.02,1,1
106535,7.78,49.99,57.77,5,1
40165,12.69,45.9,117.18,10,1
61851,14.42,199.99,214.41,5,1
56617,15.23,12.99,28.22,1,1
73600,15.8,150.0,165.8,8,1
60453,17.13,28.9,138.09,1,1
89691,16.24,68.9,85.14,1,1
91344,12.43,99.99,112.42,1,1
1443,35.08,329.9,364.98,1,1
15974,27.22,340.0,367.22,2,1
45362,20.18,64.9,85.08,4,1
1574,142.31,499.0,641.31,8,1
29304,11.73,64.99,76.72,7,1
36628,19.86,44.9,109.51,4,1
51789,13.46,89.9,103.36,1,1
91509,18.89,189.05,207.94,4,1
1618,13.31,144.9,158.21,1,1
53618,18.42,215.0,233.42,5,1
43867,19.25,24.9,307.23,4,1
43512,38.57,205.0,243.57,5,1
12847,9.45,179.49,188.94,1,1
15798,8.44,99.0,107.44,1,1
80613,9.75,199.9,209.65,5,1
90180,9.72,129.9,279.24,3,1
104274,62.49,250.0,312.49,4,1
31753,44.78,140.0,172.46,1,2
76686,14.1,9.8,47.8,3,1
9502,11.73,65.0,76.73,1,1
54905,11.75,51.9,63.65,1,1
77414,2.11,11.99,58.05,1,1
18176,65.02,205.9,270.92,1,1
46251,8.02,95.9,103.92,2,1
34420,16.11,47.0,63.11,3,1
37141,18.34,89.9,606.95,6,1
65818,39.63,99.9,139.53,2,1
98512,16.79,18.9,35.69,1,1
74488,15.1,59.9,150.0,7,1
105123,11.24,89.9,202.28,2,1
101403,16.44,49.9,131.78,1,1
84994,13.43,59.0,72.43,2,1
16622,21.53,99.0,232.86,3,1
8953,9.44,67.0,152.88,2,1
26449,18.28,69.0,87.28,1,1
80183,11.85,39.99,51.84,5,1
84613,17.67,59.9,232.71,10,1
81615,10.12,339.9,350.02,3,1
81630,16.48,329.9,346.38,6,1
71672,27.53,66.99,189.04,1,1
55495,9.02,149.9,158.92,2,1
96603,17.48,67.9,85.38,5,1
16144,12.86,209.99,222.85,3,1
33242,23.24,94.9,118.14,2,1
36933,9.09,44.9,53.99,1,1
14536,24.62,209.9,234.52,4,1
13738,14.58,69.8,84.38,5,1
29981,16.74,69.9,86.64,6,1
28366,19.32,29.9,196.88,1,1
92280,18.31,29.99,48.3,4,1
82259,3.33,19.99,100.95,1,1
82660,7.39,10.91,18.3,1,1
22731,15.23,34.9,50.13,1,1
61773,13.37,38.8,52.17,1,1
108355,8.46,99.0,107.46,1,1
70232,7.87,16.49,146.16,1,1
5619,19.98,69.9,89.88,1,1
8991,20.16,95.9,348.18,3,1
20677,23.11,76.0,99.11,1,1
59027,16.93,69.9,55.0,1,2
6483,11.74,47.0,213.93,2,1
20960,15.18,59.99,75.17,1,1
51029,23.04,65.99,89.03,1,1
7251,10.96,19.98,30.94,1,1
48292,22.67,15.0,37.67,10,2
65569,15.44,99.0,114.44,3,1
92988,11.85,24.99,36.84,1,1
34338,12.46,179.0,191.46,1,1
88619,12.45,193.0,205.45,5,1
42041,21.4,109.0,130.4,1,1
86944,23.55,175.0,198.55,1,1
26555,9.07,83.9,92.97,5,1
84554,13.44,59.9,220.02,2,1
106520,15.23,49.0,64.23,2,1
58287,7.97,89.8,195.54,1,1
39831,51.0,39.97,90.97,4,1
73674,7.39,40.0,142.17,1,1
70524,15.39,89.99,105.38,5,1
39594,81.79,99.9,181.69,1,1
61662,18.79,129.99,148.78,1,1
104713,12.8,120.9,267.4,1,1
10628,18.14,47.9,132.08,1,1
69006,22.36,1849.9,1872.26,8,1
83580,15.2,63.9,158.2,1,1
80791,13.91,179.0,192.91,1,1
30633,22.66,169.9,770.24,8,1
26456,20.89,243.0,263.89,1,1
33325,35.67,48.0,167.34,1,1
95637,11.85,29.99,40.55,4,1
70767,7.78,19.99,27.77,1,1
76959,20.4,23.9,44.3,1,1
8760,10.96,35.9,140.58,1,1
5359,15.23,24.9,40.13,1,1
63009,18.24,51.0,415.44,8,1
106275,18.44,49.0,134.88,10,1
55638,23.37,149.9,173.27,2,1
27797,23.49,130.0,460.47,1,1
18713,20.73,59.0,79.73,3,1
89679,14.99,98.9,113.89,5,1
71298,15.17,59.99,75.16,7,1
135,66.98,179.9,246.88,3,1
106135,22.51,129.99,152.5,1,1
45613,15.1,21.99,39.62,3,1
73850,9.54,110.0,354.17,1,1
75297,34.69,364.0,797.38,6,1
83027,13.55,30.0,130.65,1,1
64362,15.1,29.0,88.2,1,1
3344,111.2,250.0,361.2,10,1
53032,18.64,199.0,217.64,2,1
19548,15.24,69.9,85.14,1,1
34676,24.86,92.9,117.76,10,1
75241,29.3,349.9,379.2,4,1
33409,18.3,149.9,168.2,4,1
1248,23.57,179.99,610.68,10,1
86505,11.37,50.0,122.74,1,1
68424,8.93,239.9,248.83,5,1
95415,14.22,35.0,125.44,6,1
97965,18.64,77.0,191.28,1,1
18346,48.49,399.0,447.49,3,1
38628,12.79,17.9,30.69,1,1
94269,34.15,29.99,64.14,5,1
30175,90.1,145.9,23.08,1,1
66516,0.0,110.0,110.0,1,1
12995,18.23,27.9,46.13,1,1
84243,17.63,53.9,71.53,4,1
44152,18.19,134.55,152.74,4,1
60478,24.48,39.9,64.38,1,1
14894,13.25,99.9,113.15,1,1
66626,13.97,219.0,232.97,6,1
111221,67.19,2199.99,2267.18,4,1
43106,14.29,180.99,195.28,8,1
3254,16.35,150.0,100.0,1,1
48662,12.79,39.0,48.62,1,2
104126,23.09,79.0,102.09,2,1
36254,16.88,149.9,294.73,1,1
41169,11.99,69.99,81.98,1,1
92352,11.85,29.99,16.78,1,2
82638,17.06,44.9,3.02,1,3
16933,15.53,112.0,255.06,6,1
96427,10.38,399.99,25.0,1,7
20014,17.46,107.7,125.16,3,1
31648,21.39,129.0,150.39,3,1
71639,27.75,66.99,94.74,1,1
74889,14.46,104.99,119.45,1,1
65906,21.28,788.42,309.98,1,1
68110,10.22,289.9,300.12,1,1
19488,11.85,20.0,31.85,1,1
15510,20.98,69.9,90.88,6,1
91661,7.39,34.99,84.76,1,1
72452,19.99,330.0,349.99,1,1
1550,74.16,205.9,280.06,6,1
14994,18.21,89.9,108.11,1,1
49735,18.82,223.9,242.72,4,1
100255,20.8,11.99,32.79,1,1
21397,18.41,44.9,126.62,5,1
46709,13.71,29.0,42.71,1,1
78829,24.06,180.0,204.06,5,1
54952,23.84,149.0,345.68,10,1
112108,19.74,1437.0,2913.47,10,1
93009,11.85,29.99,41.84,4,1
90255,19.04,7.9,26.94,1,1
68832,14.64,26.74,248.28,1,1
50398,17.95,99.99,117.94,3,1
66796,15.86,157.99,173.85,3,1
111852,8.72,9.9,18.62,1,1
93877,16.05,18.99,35.04,3,1
99142,15.79,21.9,37.69,1,1
47072,22.59,299.99,322.58,20,1
2449,22.43,79.5,101.93,8,1
64017,16.7,105.0,121.7,5,1
27234,12.46,104.9,117.36,2,1
74086,13.21,110.32,123.53,2,1
12579,34.15,31.99,66.14,6,1
48930,15.17,60.0,75.17,7,1
90010,21.94,549.0,570.94,10,1
68436,26.32,149.0,175.32,5,1
79418,19.73,264.0,283.73,6,1
37063,17.95,99.9,117.85,2,1
31065,17.98,59.2,10.82,1,8
104938,13.62,168.0,181.62,7,1
18192,8.38,135.0,143.38,2,1
39924,16.11,39.0,55.11,1,1
87222,14.49,126.99,141.48,1,1
1008,21.21,79.99,202.4,4,1
92373,15.1,24.99,80.18,1,1
60443,14.1,29.9,44.0,1,1
99078,14.1,13.65,27.75,1,1
31154,17.6,49.0,66.6,3,1
53607,22.59,215.0,475.18,4,1
91018,8.14,125.9,134.04,2,1
110227,7.39,24.0,31.39,1,1
1441,24.55,179.9,204.45,4,1
70420,16.39,89.99,106.38,4,1
35275,23.39,84.9,108.29,1,1
28707,8.27,59.0,67.27,1,1
11081,34.84,169.0,203.84,10,1
92883,14.1,39.99,54.09,5,1
31298,67.72,113.89,363.22,2,1
83779,41.08,99.0,53.1,1,2
44931,10.96,49.9,60.86,2,1
49526,14.51,129.99,144.5,2,1
67130,16.56,133.0,149.56,2,1
68073,20.47,369.9,390.37,4,1
66962,27.14,151.9,179.04,8,1
21018,147.56,899.0,1046.56,1,1
56324,14.52,38.0,52.52,1,1
97476,16.14,54.9,71.04,7,1
85503,17.6,49.9,202.5,4,1
57783,15.1,29.9,45.0,1,1
72662,15.1,36.0,51.1,2,1
102427,14.1,32.9,47.0,1,1
29156,13.07,69.36,82.43,5,1
69935,8.27,29.9,38.17,1,1
105599,18.23,35.9,54.13,1,1
75634,16.61,59.9,77.0,4,2
84672,13.44,59.9,73.34,1,1
84220,21.35,53.9,75.25,1,1
47996,21.61,139.9,161.51,2,1
55327,12.6,48.9,61.5,1,1
26792,16.11,9.9,26.01,1,1
99654,14.1,12.9,27.0,1,1
63267,11.85,24.5,36.35,1,1
101197,18.09,119.9,137.99,2,1
30948,8.88,19.0,167.28,8,1
377,59.91,194.99,2039.2,1,1
35647,11.88,69.9,81.78,1,1
45472,16.6,40.0,56.6,3,1
111976,68.4,750.0,290.77,1,2
53652,22.55,209.99,232.54,1,1
3166,8.06,38.4,92.91,1,1
54466,22.06,14.99,12.82,1,4
100129,25.63,49.95,226.74,1,1
15976,12.91,168.0,180.91,1,1
24362,16.18,60.0,76.18,1,1
2047,15.11,39.9,55.01,1,1
69292,23.5,255.0,4.95,1,2
2533,16.99,59.9,76.89,1,1
21349,22.34,58.9,81.24,1,1
94291,22.85,39.99,107.68,1,1
106577,18.51,89.9,108.41,4,1
81870,26.34,455.88,100.0,1,2
30919,26.53,63.72,90.25,4,1
99042,17.63,13.65,31.28,1,1
42104,13.59,299.0,625.18,8,1
70419,14.38,89.99,104.37,10,1
52609,8.29,69.9,78.19,3,1
85804,17.67,59.9,77.57,1,1
3627,8.56,38.4,93.92,5,1
41681,17.6,49.9,67.5,6,1
35412,18.02,109.9,18.29,1,4
106773,7.71,20.3,56.02,2,1
92940,7.78,27.99,14.46,1,1
54423,17.6,32.99,101.18,1,1
89021,41.75,109.9,151.65,8,1
26087,16.92,29.9,46.82,4,1
32488,25.81,138.0,163.81,1,1
9979,15.5,57.0,72.5,4,1
35478,16.41,93.0,109.41,1,1
11404,37.8,119.9,157.7,5,1
84819,13.37,49.0,30.0,1,2
14631,25.03,349.9,374.93,10,1
40518,17.93,114.9,132.83,2,1
53299,26.26,139.9,166.16,1,1
59769,16.45,177.0,386.9,1,1
37012,11.86,109.9,121.76,6,1
87825,21.19,99.98,31.83,1,1
56801,14.23,69.0,83.23,3,1
68964,18.33,65.0,83.33,2,1
77999,16.22,129.9,272.24,4,1
53204,25.95,156.99,182.94,6,1
100661,38.78,105.0,143.78,1,1
59073,12.46,78.9,184.58,8,1
103455,11.85,23.99,35.84,1,1
98471,12.48,18.9,31.38,1,1
65022,20.15,59.0,232.35,1,1
23662,7.81,79.9,87.71,4,1
56127,3.86,75.9,217.21,1,1
93477,21.15,16.9,38.05,1,1
6598,20.09,149.0,388.17,3,1
44727,23.95,154.9,178.85,6,1
59369,30.21,474.9,1289.0,1,1
71661,23.19,66.99,90.18,3,1
66119,21.05,899.99,871.04,4,1
46499,7.78,54.99,106.54,1,1
27123,7.87,50.9,58.77,1,1
90834,19.4,29.3,48.7,1,1
74103,13.33,95.0,108.33,3,1
104113,23.09,79.0,102.09,7,1
101997,12.65,59.99,175.28,4,1
47463,24.47,275.0,100.0,1,1
43357,15.01,200.0,215.01,6,1
15127,18.23,43.0,122.46,1,1
99347,7.39,14.99,22.38,1,1
9561,16.22,65.49,1225.65,10,1
95680,14.11,34.99,98.2,1,1
78964,19.21,159.0,178.21,4,1
94263,7.39,29.99,37.38,1,1
49198,19.21,139.0,158.21,1,1
18641,18.57,189.0,207.57,1,1
