,customer_city,customer_state,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,shipping_limit_date,price,freight_value,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,payment_sequential,payment_type,payment_installments,payment_value,seller_city,seller_state,product_category_name_english,product_category,product_vol_cm3,estimated_days,arrival_days,shipping_days,seller_to_carrier_status,arrival_status,estimated_delivery_rate,arrival_delivery_rate,shipping_delivery_rate
77742,sao jose dos campos,SP,2018-06-26 22:12:43,2018-06-26 22:47:45,2018-06-28 14:07:00,2018-07-02 19:34:51,2018-07-19,5,,,2018-07-03 00:00:00,2018-07-04 00:57:30,2018-07-02 22:31:38,29.99,12.87,38.0,1010.0,1.0,360.0,1,credit_card,1,23.52,mineiros do tiete,SP,health_beauty,Beauty & Health,3060.0,23,6,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
96320,fortaleza,CE,2018-03-19 13:20:23,2018-03-19 13:35:32,2018-03-23 15:52:04,2018-04-10 20:08:28,2018-04-20,1,,Comprei um motog5 splus platinum e recebi um motog5 Dourado reembalado e com características de ja ter sido usado. O produto veio com película de vidro aplicada além de uma capa protetora. Embalagem n,2018-04-11 00:00:00,2018-04-12 12:12:56,2018-04-03 13:31:18,989.0,25.61,48.0,504.0,3.0,408.0,1,credit_card,9,1014.61,osasco,SP,telephony,Electronics,3360.0,32,22,18,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
44886,valparaiso de goias,GO,2017-08-21 01:18:30,2017-08-21 02:00:07,2017-08-22 13:42:41,2017-08-24 17:27:49,2017-09-19,5,,,2017-08-25 00:00:00,2017-09-04 12:28:59,2017-08-25 01:32:52,174.9,17.15,54.0,382.0,1.0,3100.0,1,credit_card,10,336.94,santo andre,SP,bed_bath_table,Furniture,40467.0,29,3,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
85528,londrina,PR,2018-07-20 01:00:51,2018-07-20 01:10:11,2018-07-20 14:03:00,2018-07-25 21:55:42,2018-08-07,5,Eu recomendo! ,É muito lindo! chegou bem embalado e rapidinho. Adorei! ,2018-07-26 00:00:00,2018-07-27 05:44:04,2018-07-24 01:10:11,49.9,41.33,58.0,340.0,2.0,1500.0,1,credit_card,3,91.23,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,18,5,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
55904,piracicaba,SP,2018-04-18 13:33:46,2018-04-18 18:36:38,2018-04-24 11:47:49,2018-04-27 22:03:01,2018-05-18,5,,,2018-04-28 00:00:00,2018-05-02 09:06:26,2018-04-26 18:30:54,67.9,13.6,60.0,630.0,1.0,188.0,1,boleto,1,81.5,sarandi,PR,computers_accessories,Electronics,2112.0,30,9,3,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
7927,natal,RN,2018-08-10 07:37:44,2018-08-10 08:04:48,2018-08-10 11:38:00,2018-08-21 00:12:47,2018-08-28,4,,,2018-08-22 00:00:00,2018-08-22 03:41:59,2018-08-15 08:04:48,101.0,25.06,54.0,576.0,4.0,750.0,1,credit_card,8,126.06,sao bernardo do campo,SP,furniture_decor,Furniture,5780.0,18,11,11,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
100755,otacilio costa,SC,2017-08-01 16:53:35,2017-08-01 17:05:19,2017-08-02 18:51:39,2017-08-09 08:10:24,2017-08-23,5,,,2017-08-10 00:00:00,2017-08-10 11:39:10,2017-08-07 17:05:19,42.99,15.1,47.0,115.0,6.0,500.0,1,credit_card,1,58.09,piracicaba,SP,pet_shop,Home & Garden,8000.0,22,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
4193,rio de janeiro,RJ,2018-04-27 12:15:55,2018-04-27 12:31:13,2018-04-27 14:12:00,2018-05-03 15:09:10,2018-06-05,5,Tudo conforme combinado.,Sem criticas,2018-05-04 00:00:00,2018-05-07 13:38:48,2018-05-04 12:30:36,237.0,17.63,54.0,510.0,2.0,4400.0,1,credit_card,1,254.63,santo andre,SP,furniture_decor,Furniture,27000.0,39,6,6,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
9877,rio de janeiro,RJ,2018-06-29 12:41:16,2018-06-29 12:50:17,2018-07-03 14:56:00,2018-07-13 16:58:35,2018-08-06,5,,,2018-07-14 00:00:00,2018-07-14 20:56:00,2018-07-03 12:50:17,129.05,19.05,15.0,407.0,1.0,800.0,1,credit_card,8,296.2,curitiba,PR,furniture_decor,Furniture,14283.0,38,14,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
3540,guarulhos,SP,2017-11-24 19:58:16,2017-11-24 23:13:19,2017-11-28 16:41:25,2017-11-29 20:37:08,2017-12-11,5,,,2017-11-30 00:00:00,2017-12-02 00:38:28,2017-11-30 23:13:19,32.99,13.08,44.0,789.0,1.0,650.0,1,credit_card,10,138.21,sao paulo,SP,furniture_decor,Furniture,14000.0,17,5,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
6865,sao paulo,SP,2018-05-18 15:00:32,2018-05-18 15:15:36,2018-05-22 14:08:00,2018-06-04 23:44:29,2018-06-06,5,,,2018-06-05 00:00:00,2018-06-08 11:02:32,2018-05-24 15:15:36,75.9,15.38,50.0,440.0,1.0,1500.0,1,credit_card,1,91.28,monte siao,MG,furniture_decor,Furniture,13440.0,19,17,13,OnTime/Early,OnTime/Early,Neutral,Neutral,Fast
50542,rio de janeiro,RJ,2017-08-09 13:11:53,2017-08-09 13:25:19,2017-08-10 18:57:29,2017-08-17 10:00:01,2017-08-31,5,,"A loja cumpriu com o prazo bem antes da data estipulada. O único problema como sempre é o correios do RJ que vacila nas entregas, pura preguiça de trabalhar.

Indico a loja sim!!!",2017-08-18 00:00:00,2017-08-18 15:53:53,2017-08-15 13:25:19,99.99,16.95,54.0,1012.0,1.0,1200.0,1,credit_card,2,116.94,sao paulo,SP,cool_stuff,Fashion,15750.0,22,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
29967,lorena,SP,2018-04-14 16:02:47,2018-04-14 16:15:11,2018-04-19 02:04:16,2018-04-20 19:18:36,2018-05-07,5,,,2018-04-21 00:00:00,2018-04-21 23:11:47,2018-04-19 16:15:11,99.5,14.06,27.0,386.0,2.0,5636.0,2,voucher,1,3.74,sao paulo,SP,housewares,Home & Garden,33480.0,23,6,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
85256,sao paulo,SP,2017-05-02 12:02:54,2017-05-03 12:10:24,2017-05-09 17:03:20,2017-05-12 13:36:56,2017-05-30,5,,,2017-05-13 00:00:00,2017-05-14 22:42:30,2017-05-09 12:10:24,59.9,13.0,58.0,340.0,2.0,1500.0,1,credit_card,1,36.3,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,28,10,3,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
59867,rio de janeiro,RJ,2017-10-10 10:13:14,2017-10-10 10:27:03,2017-10-11 19:50:27,2017-10-17 19:53:12,2017-10-30,5,,,2017-10-18 00:00:00,2017-10-18 23:33:18,2017-10-17 11:27:03,29.9,16.11,36.0,377.0,1.0,600.0,1,credit_card,1,92.02,ribeirao preto,SP,computers_accessories,Electronics,5544.0,20,7,6,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
29418,sao paulo,SP,2018-03-29 14:21:49,2018-03-29 14:34:21,2018-04-04 21:42:18,2018-04-05 13:41:27,2018-04-18,4,,,2018-04-06 00:00:00,2018-04-09 10:22:57,2018-04-04 14:30:31,75.0,11.15,59.0,614.0,1.0,5300.0,1,credit_card,3,86.15,pedreira,SP,housewares,Home & Garden,31500.0,20,7,1,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
21687,ilhabela,SP,2018-08-21 16:08:39,2018-08-22 04:04:23,2018-08-23 12:45:00,2018-08-29 18:42:39,2018-09-26,5,,,2018-08-30 00:00:00,2018-08-31 17:27:52,2018-08-29 04:04:23,78.0,26.85,31.0,492.0,3.0,1550.0,1,boleto,1,104.85,canoinhas,SC,sports_leisure,Entertainment,16740.0,36,8,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
27107,santos,SP,2017-10-02 20:49:29,2017-10-04 03:03:50,2017-10-04 19:16:53,2017-10-06 20:43:48,2017-10-18,4,,,2017-10-07 00:00:00,2017-10-08 00:20:30,2017-10-10 03:03:50,52.9,9.09,56.0,1245.0,5.0,350.0,1,boleto,1,61.99,salto,SP,housewares,Home & Garden,3344.0,16,4,2,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
110342,campinas,SP,2018-03-14 10:17:09,2018-03-14 10:30:36,2018-03-14 22:41:35,2018-03-16 15:45:39,2018-03-26,5,,Chegou rápido e bem embalado.,2018-03-17 00:00:00,2018-03-17 19:21:49,2018-03-20 10:30:36,24.9,7.84,37.0,2578.0,1.0,400.0,1,debit_card,1,58.03,sao paulo,SP,books_general_interest,Books & Stationery,736.0,12,2,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
46871,santos,SP,2017-07-30 22:02:19,2017-07-30 22:15:18,2017-07-31 18:39:54,2017-08-01 16:42:16,2017-08-11,5,,,2017-08-02 00:00:00,2017-08-05 01:20:01,2017-08-03 22:15:18,23.99,7.78,58.0,576.0,3.0,650.0,1,credit_card,1,31.77,sao paulo,SP,toys,Entertainment,16000.0,12,2,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
29569,blumenau,SC,2017-05-08 06:06:35,2017-05-08 06:15:12,2017-05-09 10:50:10,2017-05-18 11:07:45,2017-05-31,5,,,2017-05-19 00:00:00,2017-05-20 07:45:12,2017-05-12 06:15:12,59.9,17.67,41.0,799.0,1.0,7000.0,1,credit_card,3,77.57,jundiai,SP,housewares,Home & Garden,32994.0,23,10,9,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
110414,sao paulo,SP,2017-09-13 23:19:51,2017-09-13 23:30:11,2017-09-14 17:37:36,2017-09-15 19:51:12,2017-09-25,1,,"Vieram apenas 6 livrinhos e não 18 como consta no anúncio. Quando liguei na loja me informaram que cada livrinho tem 3 edições, ou seja, cada livrinho sai por 23 reais. Me senti enganada.",2017-09-16 00:00:00,2017-09-19 01:39:53,2017-09-19 23:30:11,137.4,12.17,46.0,3833.0,7.0,1200.0,1,credit_card,1,149.57,sao paulo,SP,books_general_interest,Books & Stationery,1176.0,12,2,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
86433,salvador,BA,2017-11-25 19:39:25,2017-11-28 12:52:28,2017-11-29 20:18:55,2017-12-18 21:29:11,2017-12-21,5,,Produto de qualidade com um ótimo custo beneficio ,2017-12-19 00:00:00,2017-12-20 11:17:18,2017-12-04 12:52:28,89.99,50.5,58.0,1893.0,1.0,5950.0,1,credit_card,10,140.49,ilicinea,MG,garden_tools,Furniture,8000.0,26,23,19,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
37655,sao joao d'alianca,GO,2017-09-19 18:05:34,2017-09-21 02:45:37,2017-09-22 14:18:53,2017-10-02 18:06:44,2017-10-11,4,,Muito bom,2017-10-03 00:00:00,2017-10-05 21:56:45,2017-09-27 02:45:37,143.54,21.49,49.0,271.0,1.0,2200.0,1,boleto,1,165.03,ibitinga,SP,bed_bath_table,Furniture,16200.0,22,13,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
50784,cacequi,RS,2017-06-05 11:46:52,2017-06-06 13:15:26,2017-06-07 15:28:01,2017-06-19 16:31:14,2017-06-30,5,,produto entregue dentro do prazo e com ótima qualidade.,2017-06-20 00:00:00,2017-06-21 19:07:24,2017-06-12 12:43:20,129.99,18.16,33.0,897.0,1.0,1600.0,1,boleto,1,148.15,sao paulo,SP,cool_stuff,Fashion,15750.0,25,14,12,OnTime/Early,OnTime/Early,Slow,Fast,Fast
17093,brasilia,DF,2017-07-26 11:58:49,2017-07-26 12:10:11,2017-07-31 16:32:37,2017-08-10 17:29:19,2017-08-21,4,,,2017-08-11 00:00:00,2017-08-12 03:34:00,2017-08-01 12:10:11,39.9,14.1,39.0,772.0,1.0,150.0,1,credit_card,3,108.0,sao paulo,SP,sports_leisure,Entertainment,2816.0,26,15,10,OnTime/Early,OnTime/Early,Slow,Fast,Fast
45886,passa quatro,MG,2018-01-23 12:13:10,2018-01-23 18:16:34,2018-01-24 21:28:51,2018-02-06 13:58:48,2018-02-22,1,,,2018-02-07 00:00:00,2018-02-10 16:01:28,2018-01-29 18:16:34,219.9,22.03,59.0,279.0,1.0,5650.0,1,credit_card,5,191.93,bariri,SP,bed_bath_table,Furniture,13800.0,30,14,13,OnTime/Early,OnTime/Early,Slow,Fast,Fast
39749,sao jose dos campos,SP,2017-09-13 14:16:16,2017-09-13 14:30:20,2017-09-14 19:51:43,2017-09-21 16:04:58,2017-09-29,5,,,2017-09-22 00:00:00,2017-09-25 10:57:10,2017-09-19 14:30:20,59.9,12.76,48.0,203.0,1.0,400.0,1,credit_card,7,72.66,votorantim,SP,bed_bath_table,Furniture,4200.0,16,8,7,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
34882,alvorada,RS,2017-04-20 22:06:49,2017-04-25 08:22:58,2017-04-26 09:21:50,2017-05-05 14:42:12,2017-05-17,5,,"Material de qualidade, adorei!!",2017-05-06 00:00:00,2017-05-07 03:26:01,2017-05-03 08:22:58,89.9,16.33,54.0,245.0,1.0,1383.0,1,boleto,1,212.46,ibitinga,SP,bed_bath_table,Furniture,20000.0,27,15,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
3533,sao bernardo do campo,SP,2017-08-20 20:11:55,2017-08-20 20:30:13,2017-08-23 17:43:56,2017-08-24 21:17:46,2017-09-04,5,,,2017-08-25 00:00:00,2017-08-26 01:02:50,2017-08-25 20:30:13,38.4,7.78,44.0,789.0,1.0,650.0,1,credit_card,5,138.54,sao paulo,SP,furniture_decor,Furniture,14000.0,15,4,1,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
100936,nanuque,MG,2018-04-30 11:47:54,2018-04-30 12:15:24,2018-04-30 13:52:00,2018-05-07 14:03:17,2018-05-28,4,,,2018-05-08 00:00:00,2018-05-10 19:08:34,2018-05-09 12:15:24,59.9,23.0,60.0,501.0,3.0,1150.0,1,credit_card,1,165.8,sao paulo,SP,pet_shop,Home & Garden,3696.0,28,7,7,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
84208,guarulhos,SP,2018-01-29 10:17:02,2018-01-29 10:39:25,2018-02-02 01:18:11,2018-02-10 01:38:57,2018-02-20,1,,Recebi um item só mais paguei por dois foi cobrado dois fretes coisa errada de se fazer como cobrar dois fretes por uma viagem e ainda me mandar um item só quero meus direitos urgente.,2018-02-10 00:00:00,2018-02-12 22:53:58,2018-02-02 10:31:22,49.9,13.37,57.0,366.0,2.0,1650.0,1,credit_card,2,126.54,sao jose do rio preto,SP,garden_tools,Furniture,19800.0,22,12,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
110016,domingos martins,ES,2017-03-22 16:32:56,2017-03-22 16:32:56,2017-03-23 09:31:13,2017-03-28 15:47:01,2017-04-12,5,,muito bom chegou antes do prazo previsto ,2017-03-29 00:00:00,2017-03-30 13:17:43,2017-03-28 16:32:56,104.5,15.94,32.0,2127.0,5.0,1000.0,1,credit_card,2,120.44,mage,RJ,books_general_interest,Books & Stationery,4284.0,21,6,5,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
106974,santana de parnaiba,SP,2017-04-25 09:50:01,2017-04-27 10:32:03,2017-04-27 07:18:06,2017-05-05 18:58:07,2017-05-26,4,,,2017-05-06 00:00:00,2017-05-07 16:49:02,2017-05-03 02:22:39,29.9,14.52,31.0,125.0,4.0,150.0,1,boleto,1,44.42,sete lagoas,MG,fashion_bags_accessories,Fashion,1584.0,31,10,8,OnTime/Early,OnTime/Early,Slow,Fast,Fast
77346,sao paulo,SP,2017-04-29 02:20:37,2017-04-30 02:30:08,2017-05-02 13:24:02,2017-05-10 08:40:14,2017-05-23,5,,PRODUTOS MARAVILHOSOS,2017-05-11 00:00:00,2017-05-20 03:03:42,2017-05-05 02:30:08,66.9,13.05,41.0,1376.0,1.0,1613.0,1,credit_card,1,79.95,lencois paulista,SP,health_beauty,Beauty & Health,4860.0,24,11,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
41976,rio de janeiro,RJ,2017-11-25 14:04:10,2017-11-25 14:17:33,2017-11-27 18:53:00,2017-12-15 00:49:01,2017-12-19,1,,Não recebi o meu produto e gostaria de saber porque!? ,2017-12-21 00:00:00,2017-12-22 02:36:57,2017-12-01 14:17:33,112.9,21.28,64.0,702.0,1.0,2200.0,1,credit_card,7,134.18,ibitinga,SP,bed_bath_table,Furniture,16632.0,24,20,18,OnTime/Early,OnTime/Early,Neutral,Neutral,Neutral
63272,macae,RJ,2017-08-30 22:23:44,2017-08-30 22:35:22,2017-09-05 22:47:57,2017-09-13 19:19:49,2017-09-21,5,,,2017-09-14 00:00:00,2017-09-20 13:39:35,2017-09-05 22:35:22,19.9,15.1,49.0,100.0,4.0,150.0,1,credit_card,1,35.0,dracena,SP,consoles_games,Electronics,2304.0,22,14,8,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
1742,rio de janeiro,RJ,2018-03-01 09:38:45,2018-03-02 02:10:54,2018-03-16 17:38:48,2018-04-26 12:27:20,2018-04-04,1,,"Eu pedi a devolução do dinheiro, após inúmeras tentativas de contato sobre a entrega e nem sobre isso obtive resposta.",2018-04-07 00:00:00,2018-04-07 14:21:11,2018-03-16 02:10:54,149.94,49.79,33.0,1189.0,1.0,16617.0,1,boleto,1,199.73,itaquaquecetuba,SP,furniture_decor,Furniture,46056.0,34,56,41,OnTime/Early,Late,Slow,Very Slow,Very Slow
107308,belem,PA,2018-05-07 18:12:54,2018-05-09 17:10:29,2018-05-11 14:13:00,2018-05-30 18:24:52,2018-06-07,4,,,2018-05-31 00:00:00,2018-05-31 21:49:24,2018-05-15 17:10:29,69.9,22.99,39.0,279.0,4.0,100.0,1,credit_card,9,92.89,contagem,MG,fashion_bags_accessories,Fashion,1056.0,31,23,19,OnTime/Early,OnTime/Early,Slow,Neutral,Neutral
109533,belo horizonte,MG,2018-07-22 12:31:00,2018-07-23 11:31:25,2018-07-23 16:55:00,2018-07-26 17:03:13,2018-07-31,5,,,2018-08-01 00:00:00,2018-08-04 16:03:26,2018-07-25 09:03:39,69.9,9.62,41.0,516.0,5.0,575.0,1,credit_card,2,79.52,contagem,MG,luggage_accessories,Home & Garden,16128.0,9,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
35461,contagem,MG,2017-09-29 20:48:53,2017-09-29 21:04:28,2017-10-03 15:34:19,2017-10-09 22:03:19,2017-10-25,4,,"Produto muito bonito, possui detalhes no tecido, mas não parece ser resistente. ",2017-10-10 00:00:00,2017-10-11 18:04:53,2017-10-04 21:04:28,55.6,16.15,51.0,290.0,1.0,8550.0,2,voucher,1,49.1,ibitinga,SP,bed_bath_table,Furniture,51200.0,26,10,6,OnTime/Early,OnTime/Early,Slow,Fast,Very Fast
51947,praia grande,SP,2017-09-09 18:40:39,2017-09-09 19:03:47,2017-09-11 21:16:33,2017-09-14 18:04:49,2017-10-04,5,,Entrega rápida .,2017-09-15 00:00:00,2017-09-19 02:41:15,2017-09-19 19:03:47,49.95,11.85,37.0,1160.0,4.0,100.0,1,boleto,1,61.8,jacarei,SP,cool_stuff,Fashion,4096.0,25,5,3,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
30236,belo horizonte,MG,2018-02-10 11:03:47,2018-02-10 11:27:53,2018-02-15 19:51:21,2018-02-26 17:19:07,2018-03-07,5,,,2018-02-27 00:00:00,2018-02-28 15:35:08,2018-02-15 11:27:53,44.9,15.11,47.0,316.0,1.0,900.0,1,credit_card,1,60.01,jaguariuna,SP,housewares,Home & Garden,13440.0,25,16,11,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
39218,barra mansa,RJ,2017-12-04 02:45:49,2017-12-04 02:53:22,2017-12-05 00:56:58,2018-01-22 16:44:17,2017-12-29,1,,prazo longo de entrega e não chegou no prazo ,2017-12-31 00:00:00,2018-01-03 13:52:42,2017-12-08 02:53:22,53.0,16.13,55.0,560.0,1.0,650.0,1,credit_card,1,69.13,ibitinga,SP,bed_bath_table,Furniture,2560.0,25,49,48,OnTime/Early,Late,Slow,Very Slow,Very Slow
92805,ribeirao preto,SP,2017-09-21 12:08:47,2017-09-21 12:15:14,2017-09-22 18:39:04,2017-09-26 20:04:54,2017-10-13,5,,,2017-09-27 00:00:00,2017-09-27 23:24:13,2017-09-27 12:15:14,16.99,11.85,32.0,366.0,3.0,75.0,1,credit_card,1,28.84,sao paulo,SP,telephony,Electronics,648.0,22,5,4,OnTime/Early,OnTime/Early,Neutral,Very Fast,Very Fast
33985,curitiba,PR,2018-04-19 15:00:32,2018-04-24 18:02:40,2018-04-23 20:18:38,2018-04-28 13:35:51,2018-05-10,3,,,2018-04-29 00:00:00,2018-05-01 03:24:14,2018-04-26 15:31:18,82.49,16.55,54.0,792.0,1.0,855.0,1,credit_card,8,99.04,palhoca,SC,kitchen_dining_laundry_garden_furniture,Furniture,14911.0,21,9,5,OnTime/Early,OnTime/Early,Neutral,Fast,Very Fast
52610,sao goncalo,RJ,2018-04-10 00:17:56,2018-04-10 00:35:11,2018-04-10 17:22:15,2018-04-20 18:03:58,2018-05-04,2,,"Boa tarde, eu recebi no dia 2/04 apenas o móbile, a saia não veio na entrega. Como podemos resolver isso? O que aconteceu? ",2018-04-21 00:00:00,2018-04-23 15:40:56,2018-04-16 00:35:11,109.9,11.65,46.0,595.0,2.0,500.0,1,credit_card,10,174.85,santo andre,SP,cool_stuff,Fashion,4224.0,24,10,10,OnTime/Early,OnTime/Early,Neutral,Fast,Fast
79892,aracati,CE,2017-12-27 12:03:14,2017-12-27 12:31:37,2018-01-02 21:13:13,2018-01-10 14:52:43,2018-02-06,5,,MUITO BOM,2018-01-11 00:00:00,2018-01-13 11:34:58,2018-01-08 12:31:37,56.99,25.68,54.0,1536.0,2.0,250.0,1,credit_card,2,82.67,santo andre,SP,perfumery,Beauty & Health,3360.0,41,14,8,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast
102486,porto alegre,RS,2017-01-26 21:11:42,2017-01-28 21:32:16,2017-01-30 12:01:43,2017-02-07 13:37:49,2017-03-08,4,,"Recebemos quase 1 mês antes da previsão , produto muito em conta! !! Recomendo!!!",2017-02-08 00:00:00,2017-02-09 11:09:19,2017-01-30 21:11:42,10.99,15.65,53.0,318.0,4.0,100.0,1,credit_card,5,53.28,sao paulo,SP,fixed_telephony,Electronics,1040.0,41,12,8,OnTime/Early,OnTime/Early,Very Slow,Fast,Fast
32190,birigui,SP,2018-07-09 13:42:05,2018-07-10 04:30:23,2018-07-10 11:41:00,2018-07-13 21:08:41,2018-07-24,5,,,2018-07-14 00:00:00,2018-07-15 18:55:17,2018-07-12 04:30:23,34.9,14.55,58.0,1553.0,5.0,1050.0,1,boleto,1,49.45,salto,SP,housewares,Home & Garden,8330.0,15,4,3,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
32137,rio de janeiro,RJ,2018-05-26 00:50:30,2018-05-26 01:11:57,2018-05-30 12:07:00,2018-06-12 17:46:48,2018-07-18,5,Bom produto,"Porém o Correios abriram a caixa ou por algum peso em cima acabou abrindo a ,mas foi tranquilo e tudo como no anúncio de venda ! Apenas a loja caprichar mas na embalagem ",2018-06-13 00:00:00,2018-06-16 01:17:51,2018-06-04 01:11:57,99.9,21.78,55.0,858.0,1.0,6950.0,1,credit_card,1,121.68,sao paulo,SP,housewares,Home & Garden,36750.0,53,17,13,OnTime/Early,OnTime/Early,Very Slow,Neutral,Fast
11230,caratinga,MG,2017-08-25 15:24:20,2017-08-26 02:24:30,2017-08-31 15:19:13,2017-09-14 18:44:47,2017-09-19,4,,"Demorou um pouco a entrega, mas a culpa foi dos correios. ",2017-09-15 00:00:00,2017-09-18 17:53:44,2017-08-31 02:24:30,164.9,0.0,53.0,603.0,1.0,5950.0,1,boleto,1,164.9,guarulhos,SP,auto,Electronics,46475.0,25,20,14,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
88845,niteroi,RJ,2017-12-13 21:20:41,2017-12-13 21:30:27,2017-12-19 18:04:00,2018-01-03 22:53:17,2018-01-12,1,,"Só chegou a mochila, estou aguardando a lancheira... Depois poderei avaliar adequadamente... Quando chegar a lancheira dou mais estrelas.",2018-01-04 00:00:00,2018-01-05 21:07:11,2017-12-19 21:30:27,79.0,29.9,52.0,211.0,2.0,7000.0,1,credit_card,6,160.89,campo limpo paulista,SP,stationery,Books & Stationery,36000.0,30,21,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
55711,cachoeirinha,RS,2018-04-05 11:35:38,2018-04-07 02:48:25,2018-04-09 16:38:51,2018-04-24 00:23:39,2018-05-07,5,,,2018-04-24 00:00:00,2018-04-25 12:11:47,2018-04-12 02:48:25,40.0,33.51,28.0,1111.0,1.0,169.0,1,boleto,1,73.51,recife,PE,computers_accessories,Electronics,1920.0,32,19,15,OnTime/Early,OnTime/Early,Slow,Neutral,Fast
29257,sao bernardo do campo,SP,2018-02-06 13:38:06,2018-02-06 14:15:45,2018-02-09 15:22:28,2018-02-11 16:32:42,2018-03-05,3,,,2018-02-12 00:00:00,2018-02-12 19:15:09,2018-02-12 14:15:45,47.99,21.18,38.0,414.0,1.0,8550.0,2,voucher,1,9.46,pedreira,SP,housewares,Home & Garden,40625.0,27,5,2,OnTime/Early,OnTime/Early,Slow,Very Fast,Very Fast
90717,rio de janeiro,RJ,2017-08-10 12:44:46,2017-08-12 02:45:30,2017-08-15 19:31:14,2017-08-24 20:05:52,2017-09-08,5,,,2017-08-25 00:00:00,2017-08-26 17:12:15,2017-08-23 02:45:30,29.9,17.6,59.0,139.0,1.0,2000.0,1,boleto,1,142.5,araraquara,SP,stationery,Books & Stationery,27000.0,29,14,9,OnTime/Early,OnTime/Early,Slow,Fast,Fast
38304,florianopolis,SC,2017-04-29 18:33:00,2017-05-02 09:55:08,2017-05-05 14:56:06,2017-05-30 10:14:07,2017-06-08,5,,ok,2017-05-31 00:00:00,2017-05-31 23:17:07,2017-05-22 09:55:08,24.9,14.52,46.0,113.0,1.0,350.0,1,credit_card,9,91.06,ibitinga,SP,bed_bath_table,Furniture,4800.0,40,31,25,OnTime/Early,OnTime/Early,Very Slow,Slow,Slow
56137,atibaia,SP,2018-08-07 09:18:41,2018-08-08 03:30:22,2018-08-17 16:56:00,2018-08-23 20:48:46,2018-08-21,1,Muito Ruim,"Comprei 6 cartuchos, recebi apenas 4 unidades após o prazo de entrega, e ate hoje estou tentando entrar em contato para uma solução, mas sem sucesso. ",2018-08-24 00:00:00,2018-08-27 12:17:01,2018-08-15 03:30:22,65.0,13.8,47.0,493.0,1.0,245.0,1,boleto,1,472.8,maringa,PR,computers_accessories,Electronics,3724.0,14,16,6,Late,Late,Fast,Neutral,Very Fast
40919,santos,SP,2017-09-18 12:58:42,2017-09-18 13:15:08,2017-09-19 13:32:40,2017-09-21 23:04:58,2017-09-28,5,,,2017-09-22 00:00:00,2017-09-23 13:28:21,2017-09-22 13:15:08,29.9,9.34,47.0,325.0,5.0,450.0,1,credit_card,1,39.24,poa,SP,bed_bath_table,Furniture,2400.0,10,3,2,OnTime/Early,OnTime/Early,Fast,Very Fast,Very Fast
